City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
broome,100,BD,1597019477,87,23.04,89.63,301.15,4.45
broome,100,IN,1597019478,94,19.42,80.07,297.74,1.24
broome,100,RU,1597019479,64,59.57,150.8,288.99,2.75
broome,100,NE,1597019480,58,18.74,7.39,303.92,5.46
broome,20,HK,1597019356,70,22.29,114.16,303.71,1.5
broome,84,BR,1597019482,74,1.0,-52.0,297.73,0.97
broome,100,MX,1597019483,76,15.43,-92.9,300.47,0.36
broome,100,RU,1597019485,73,59.24,163.07,288.26,6.44
broome,100,PH,1597019486,77,12.22,125.48,302.34,3.83
broome,0,BR,1597019487,31,-15.23,-59.34,296.85,1.06
broome,64,GL,1597019488,91,61.99,-49.67,279.27,3.98
broome,0,AU,1597019489,50,-12.23,136.77,299.15,7.7
broome,20,MY,1597019483,94,1.55,110.33,298.15,1.0
broome,2,PK,1597019491,86,25.21,64.64,302.09,3.26
broome,0,AU,1597019492,88,-38.6,145.59,284.26,3.76
broome,49,CM,1597019493,100,5.73,10.9,289.67,0.86
broome,0,RU,1597019495,92,56.73,37.17,285.58,0.38
broome,100,SJ,1597019496,70,78.22,15.64,280.15,2.6
broome,100,NE,1597019497,75,13.32,12.61,298.94,5.89
broome,0,CN,1597019498,74,18.8,110.4,303.07,4.33
broome,1,US,1597019499,35,44.53,-109.06,298.15,6.2
broome,40,PT,1597019500,78,33.08,-16.33,295.15,4.6
broome,83,CN,1597019501,81,32.9,115.82,302.0,1.98
broome,40,PT,1597019502,73,32.65,-17.07,296.15,1.5
broome,54,PW,1597019503,76,7.04,134.26,301.99,3.78
broome,0,CZ,1597019504,83,48.94,16.74,294.82,2.6
broome,75,US,1597019506,51,21.35,-158.09,303.15,4.6
broome,75,CL,1597019507,55,-45.58,-72.07,277.15,1.5
broome,80,RU,1597019508,65,51.72,103.7,289.97,3.16
broome,0,FI,1597019509,81,63.11,21.68,288.71,3.1
broome,0,BR,1597019510,39,-4.71,-40.56,297.61,1.27
broome,4,GB,1597019511,89,52.8,0.01,289.82,0.45
broome,61,ID,1597019512,71,5.89,95.32,301.97,6.12
broome,0,BR,1597019513,52,-19.31,-48.92,292.07,3.58
broome,0,NA,1597019514,75,-22.96,14.51,284.26,2.6
broome,10,AR,1597019515,88,-38.88,-62.07,282.49,4.12
broome,1,PE,1597019517,68,-6.57,-76.14,297.65,0.15
broome,75,BR,1597019518,83,-20.33,-40.29,295.37,0.5
broome,40,US,1597019450,12,37.47,-105.87,300.15,5.1
broome,0,MX,1597019520,36,28.72,-111.58,311.48,5.36
broome,47,ID,1597019521,77,-3.33,128.92,300.62,1.68
broome,100,GA,1597019522,79,-0.81,12.73,294.48,1.08
broome,9,ZA,1597019524,61,-34.05,23.37,286.65,5.79
broome,1,US,1597019525,25,46.13,-112.94,297.15,4.1
broome,56,BR,1597019526,95,-32.03,-52.1,288.71,4.27
broome,73,PH,1597019527,74,4.8,119.85,302.05,3.06
broome,75,TR,1597019528,88,41.03,39.0,298.15,2.1
broome,1,US,1597019247,72,43.41,-124.22,300.93,10.8
broome,21,CA,1597019530,58,51.23,-58.65,294.8,4.93
broome,0,MZ,1597019531,84,-14.54,40.67,290.4,2.96
broome,100,RU,1597019532,74,68.05,39.51,283.33,3.87
broome,0,AU,1597019533,53,-17.0,145.43,298.15,5.1
broome,0,SO,1597019535,46,11.47,49.87,304.13,4.31
broome,2,AO,1597019536,33,-9.66,20.39,292.14,2.58
broome,100,CF,1597019537,96,10.28,22.79,293.74,1.68
broome,46,PG,1597019538,78,-9.08,143.21,300.61,3.27
broome,46,RU,1597019539,64,53.32,81.5,293.85,1.15
broome,81,RU,1597019540,93,62.15,45.12,280.52,0.42
broome,48,GL,1597019541,77,65.42,-52.9,278.59,9.18
broome,0,BR,1597019542,38,-19.11,-51.73,293.43,1.38
broome,100,GL,1597019543,86,68.82,-51.19,276.15,0.5
broome,20,CA,1597019545,65,63.75,-68.51,280.15,4.1
broome,0,CN,1597019546,81,37.65,120.33,300.15,1.11
broome,75,JP,1597019547,84,28.37,129.48,303.15,12.9
broome,0,MZ,1597019548,72,-23.86,35.38,289.52,5.5
broome,75,LA,1597019549,83,16.57,104.75,299.15,2.1
broome,40,VE,1597019550,45,7.77,-72.22,303.15,10.3
broome,5,SK,1597019551,88,48.71,18.92,291.15,0.5
broome,100,AR,1597019552,68,-43.3,-65.1,280.92,10.07
broome,0,GR,1597019553,44,37.5,23.45,300.37,1.34
broome,100,RU,1597019555,63,54.72,135.31,290.25,5.97
broome,100,VE,1597019556,84,8.01,-62.4,300.37,0.89
broome,0,LY,1597019557,74,31.21,16.59,298.05,2.3
broome,53,DK,1597019558,82,56.13,9.63,290.93,1.0
broome,100,CN,1597019559,94,24.19,102.82,291.41,1.26
broome,0,SA,1597019560,73,31.67,38.66,295.15,6.2
broome,100,TH,1597019561,90,12.57,102.54,298.62,2.02
broome,40,ID,1597019562,78,-3.7,128.18,301.15,2.1
broome,7,CN,1597019563,84,32.17,120.01,304.26,3.13
broome,100,CN,1597019564,45,35.6,103.21,294.53,0.03
broome,0,RU,1597019566,62,61.28,108.01,292.47,3.04
broome,80,KZ,1597019405,46,51.67,75.37,296.11,1.84
broome,100,ML,1597019568,64,15.0,-2.95,302.46,2.89
broome,20,CA,1597019569,60,48.88,-72.45,297.15,3.1
broome,0,ML,1597019570,13,22.68,-3.98,310.32,2.16
broome,1,US,1597019571,44,47.57,-122.63,297.15,4.6
broome,20,CA,1597019405,73,46.72,-79.1,296.15,2.1
broome,75,LA,1597019573,94,14.75,106.0,298.15,1.0
broome,47,BE,1597019575,65,51.12,2.77,300.15,2.1
broome,100,IN,1597019576,80,25.58,83.98,302.24,3.84
broome,55,BR,1597019577,95,-13.63,-41.33,287.7,1.85
broome,32,BR,1597019578,56,-6.52,-38.41,298.08,4.32
broome,100,RU,1597019579,90,46.54,138.33,290.02,2.11
broome,75,US,1597019580,66,45.02,-93.22,303.15,1.5
broome,100,MV,1597019581,77,3.78,72.97,301.13,5.37
broome,100,MG,1597019582,69,-21.67,45.17,287.1,1.26
broome,0,LY,1597019583,69,32.38,15.09,298.15,2.39
broome,73,RU,1597019585,94,53.47,35.09,287.16,1.8
broome,30,AU,1597019586,62,-20.74,116.85,295.93,5.37
broome,0,RU,1597019587,38,45.44,40.58,293.15,5.24
broome,1,US,1597019588,27,36.2,-119.09,311.15,3.6
broome,100,NG,1597019589,90,10.37,10.73,295.78,3.0
broome,100,AR,1597019590,93,-38.55,-58.74,282.04,2.24
broome,74,NC,1597019534,54,-22.28,166.46,300.15,3.1
broome,100,RU,1597019405,92,68.15,33.3,282.87,6.86
broome,100,IN,1597019593,93,17.47,77.43,295.43,3.73
broome,20,ID,1597019595,100,-8.19,114.97,298.15,1.5
broome,75,CA,1597019596,60,60.82,-115.8,293.15,4.6
broome,0,BO,1597019597,38,-21.25,-63.5,297.52,2.03
broome,40,MX,1597019394,52,25.68,-100.25,304.15,6.7
broome,29,BR,1597019590,66,-20.72,-46.61,289.62,1.61
broome,57,ID,1597019600,73,-6.33,108.32,300.59,3.86
broome,40,RU,1597019601,77,62.72,129.67,290.15,4.0
broome,90,AR,1597019529,93,-34.65,-58.62,287.15,4.1
broome,20,EC,1597019604,83,-0.95,-80.73,295.15,5.1
broome,1,CY,1597019605,78,34.69,32.96,298.15,4.1
broome,1,MA,1597019606,89,32.3,-9.24,294.75,5.5
broome,75,CA,1597019607,48,53.22,-106.4,292.15,7.7
broome,40,ES,1597019507,73,28.12,-15.52,296.15,12.3
broome,59,SS,1597019609,96,7.27,28.68,293.73,1.47
broome,20,PT,1597019610,83,38.73,-27.07,295.15,1.48
broome,100,CM,1597019611,96,3.52,15.05,293.78,1.05
broome,1,US,1597019612,50,36.62,-121.92,297.15,3.1
broome,0,PF,1597019614,69,-16.7,-151.02,299.15,7.5
broome,87,CN,1597019615,88,26.1,107.47,297.3,2.02
broome,90,AU,1597019616,100,-31.95,141.43,280.15,3.1
broome,61,SA,1597019617,45,21.43,39.83,302.91,1.69
broome,20,AI,1597019397,70,18.22,-63.06,302.15,4.1
broome,75,CL,1597019619,71,-36.72,-73.12,283.15,5.1
broome,70,RU,1597019620,93,54.67,20.13,292.59,3.0
broome,20,IL,1597019564,73,32.08,34.78,298.15,3.6
broome,0,RU,1597019622,80,51.32,42.77,287.59,0.89
broome,75,US,1597019419,57,42.25,-75.83,298.15,2.6
